,Team,Sport,Event,Medal,Age,Height,Weight
56,Japan,Nordic Combined,Nordic Combined Men's Team,Gold,28.0,175.0,64.0
57,Ethiopia,Athletics,"Athletics Men's 10,000 metres",Bronze,21.0,160.0,50.0
58,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0,185.0,102.0
59,East Germany,Gymnastics,Gymnastics Women's Team All-Around,Silver,19.0,160.0,48.0
60,Canada,Diving,Diving Women's Synchronized Springboard,Bronze,20.0,160.0,62.0
61,Ethiopia,Athletics,Athletics Men's Marathon,Gold,22.0,166.0,58.0
62,Sweden,Athletics,Athletics Men's Long Jump,Bronze,19.0,181.0,78.0
63,Sweden,Athletics,Athletics Men's Triple Jump,Silver,19.0,181.0,78.0
64,United States,Baseball,Baseball Men's Baseball,Gold,22.0,182.0,84.0
65,Turkey,Athletics,"Athletics Women's 5,000 metres",Silver,25.0,159.0,40.0
66,Bulgaria,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,29.0,172.0,82.0
67,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,19.0,182.0,68.0
68,Russia,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,19.0,161.0,62.0
69,Russia,Gymnastics,Gymnastics Men's Horse Vault,Silver,19.0,161.0,62.0
70,Russia,Gymnastics,Gymnastics Men's Team All-Around,Silver,24.0,161.0,62.0
71,Russia,Gymnastics,Gymnastics Men's Horse Vault,Silver,24.0,161.0,62.0
72,Russia,Gymnastics,Gymnastics Men's Rings,Bronze,24.0,161.0,62.0
73,Soviet Union,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,22.0,190.0,78.0
74,Soviet Union,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,22.0,190.0,78.0
75,Australia,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,30.0,197.0,92.0
76,Egypt,Fencing,"Fencing Men's Foil, Individual",Silver,21.0,188.0,87.0
77,Hungary,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,21.0,192.0,88.0
78,Hungary,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,21.0,192.0,88.0
79,Hungary,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,25.0,192.0,88.0
80,Great Britain,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,21.0,175.0,64.0
81,Sweden,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,29.0,191.0,84.0
82,Great Britain,Athletics,Athletics Men's 100 metres,Gold,24.0,183.0,75.0
83,Great Britain,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,24.0,183.0,75.0
84,Sweden,Athletics,Athletics Men's Long Jump,Bronze,22.0,172.0,61.0
85,Russia,Volleyball,Volleyball Men's Volleyball,Bronze,25.0,198.0,89.0
86,Soviet Union,Volleyball,Volleyball Women's Volleyball,Silver,24.0,171.0,60.0
87,Russia,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze,23.0,167.0,65.0
88,Spain,Basketball,Basketball Men's Basketball,Bronze,23.0,198.0,93.0
89,Russia,Basketball,Basketball Women's Basketball,Bronze,28.0,188.0,77.0
90,Soviet Union,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,22.0,168.0,68.0
91,France,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,23.0,180.0,68.0
92,France,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,27.0,180.0,68.0
93,Jordan,Taekwondo,Taekwondo Men's Featherweight,Gold,20.0,178.0,68.0
94,Japan,Gymnastics,Gymnastics Women's Team All-Around,Bronze,26.0,148.0,46.0
95,Soviet Union,Fencing,"Fencing Men's epee, Team",Bronze,25.0,189.0,81.0
96,Soviet Union,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,20.0,170.0,62.0
97,Romania,Gymnastics,Gymnastics Women's Team All-Around,Bronze,16.0,150.0,40.0
98,France,Handball,Handball Men's Handball,Gold,24.0,194.0,104.0
99,Switzerland,Alpine Skiing,Alpine Skiing Men's Combined,Bronze,20.0,176.0,82.0
100,Puerto Rico,Boxing,Boxing Men's Welterweight,Bronze,21.0,176.0,67.0
101,Mexico,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver,19.0,158.0,52.0
102,Ghana,Football,Football Men's Football,Bronze,18.0,181.0,73.0
103,Switzerland,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,24.0,176.0,75.0
104,Morocco,Boxing,Boxing Men's Featherweight,Bronze,29.0,165.0,54.0
105,Morocco,Boxing,Boxing Men's Bantamweight,Bronze,27.0,174.0,57.0
106,Soviet Union,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze,30.0,168.0,63.0
107,Netherlands,Rowing,Rowing Women's Coxed Eights,Bronze,27.0,172.0,72.0
108,Netherlands,Rowing,Rowing Women's Quadruple Sculls,Silver,31.0,172.0,72.0
109,New Zealand,Hockey,Hockey Men's Hockey,Gold,27.0,179.0,68.0
110,Germany,Nordic Combined,Nordic Combined Men's Team,Silver,24.0,184.0,69.0
111,Germany,Nordic Combined,Nordic Combined Men's Sprint,Silver,24.0,184.0,69.0
112,Germany,Nordic Combined,Nordic Combined Men's Team,Silver,28.0,184.0,69.0
113,Switzerland-1,Bobsleigh,Bobsleigh Men's Two,Gold,26.0,190.0,99.0
114,Switzerland-1,Bobsleigh,Bobsleigh Men's Four,Bronze,26.0,190.0,99.0
115,Switzerland-1,Bobsleigh,Bobsleigh Men's Two,Gold,28.0,190.0,99.0
116,Switzerland-1,Bobsleigh,Bobsleigh Men's Four,Silver,28.0,190.0,99.0
117,Switzerland-2,Bobsleigh,Bobsleigh Men's Two,Silver,24.0,200.0,104.0
118,Argentina,Football,Football Men's Football,Gold,20.0,168.0,72.0
119,Cuba,Boxing,Boxing Men's Heavyweight,Bronze,23.0,188.0,91.0
120,Poland,Boxing,Boxing Men's Lightweight,Bronze,23.0,162.0,60.0
121,Czechoslovakia,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,25.0,187.0,83.0
122,Canada,Curling,Curling Men's Curling,Gold,24.0,175.0,95.0
123,Poland,Football,Football Men's Football,Silver,22.0,179.0,78.0
124,United States,Athletics,Athletics Men's Standing High Jump,Silver,22.0,188.0,78.0
125,United States,Athletics,Athletics Men's Standing Long Jump,Bronze,22.0,188.0,78.0
126,Great Britain,Judo,Judo Men's Lightweight,Silver,21.0,178.0,78.0
127,Great Britain,Judo,Judo Men's Half-Middleweight,Silver,25.0,178.0,78.0
128,Great Britain,Boxing,Boxing Women's Flyweight,Gold,29.0,164.0,51.0
129,Great Britain,Boxing,Boxing Women's Flyweight,Gold,33.0,164.0,51.0
130,United States,Athletics,Athletics Men's Standing High Jump,Gold,27.0,188.0,78.0
131,United States,Athletics,Athletics Men's Standing Long Jump,Silver,27.0,188.0,78.0
132,United States,Volleyball,Volleyball Women's Volleyball,Bronze,26.0,188.0,81.0
133,Great Britain,Curling,Curling Women's Curling,Bronze,24.0,164.0,69.0
134,New Zealand,Athletics,Athletics Women's Shot Put,Gold,23.0,193.0,120.0
135,New Zealand,Athletics,Athletics Women's Shot Put,Gold,27.0,193.0,120.0
136,New Zealand,Athletics,Athletics Women's Shot Put,Silver,31.0,193.0,120.0
137,Germany,Rowing,Rowing Men's Coxed Eights,Gold,29.0,189.0,87.0
138,Poland,Boxing,Boxing Men's Featherweight,Silver,23.0,171.0,58.0
139,Ghana,Football,Football Men's Football,Bronze,17.0,180.0,79.0
140,Nigeria,Football,Football Men's Football,Silver,22.0,181.0,82.0
141,Nigeria,Football,Football Men's Football,Silver,19.0,190.0,80.0
142,Brazil,Football,Football Men's Football,Silver,24.0,179.0,74.0
143,Brazil,Football,Football Men's Football,Silver,28.0,179.0,74.0
144,Nigeria,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,22.0,186.0,78.0
145,Brazil,Volleyball,Volleyball Women's Volleyball,Gold,25.0,187.0,65.0
146,France-1,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,23.0,180.0,70.0
147,France-1,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,26.0,180.0,70.0
148,Germany-2,Bobsleigh,Bobsleigh Men's Two,Silver,27.0,190.0,110.0
149,United States,Athletics,Athletics Men's 400 metres Hurdles,Gold,26.0,188.0,80.0
150,Brazil,Sailing,Sailing Mixed Three Person Keelboat,Silver,26.0,180.0,72.0
151,Germany,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,23.0,172.0,62.0
152,Great Britain,Swimming,Swimming Women's 400 metres Freestyle,Gold,19.0,179.0,70.0
153,Great Britain,Swimming,Swimming Women's 800 metres Freestyle,Gold,19.0,179.0,70.0
154,Great Britain,Swimming,Swimming Women's 400 metres Freestyle,Bronze,23.0,179.0,70.0
155,Great Britain,Swimming,Swimming Women's 800 metres Freestyle,Bronze,23.0,179.0,70.0
156,Lithuania,Basketball,Basketball Men's Basketball,Bronze,26.0,202.0,100.0
157,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,19.0,198.0,100.0
158,United States,Swimming,Swimming Men's 100 metres Freestyle,Gold,23.0,198.0,100.0
159,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,23.0,198.0,100.0
160,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,23.0,198.0,100.0
161,United States,Swimming,Swimming Men's 50 metres Freestyle,Bronze,27.0,198.0,100.0
162,United States,Swimming,Swimming Men's 100 metres Freestyle,Bronze,27.0,198.0,100.0
163,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,27.0,198.0,100.0
164,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,27.0,198.0,100.0
165,Brazil,Basketball,Basketball Women's Basketball,Silver,25.0,180.0,61.0
166,Brazil,Basketball,Basketball Women's Basketball,Bronze,29.0,180.0,61.0
167,Brazil,Basketball,Basketball Women's Basketball,Bronze,21.0,170.0,65.0
168,Hungary,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,30.0,189.0,87.0
169,Germany,Rowing,Rowing Men's Coxed Eights,Silver,24.0,189.0,82.0
170,Russia,Gymnastics,Gymnastics Women's Team All-Around,Silver,20.0,158.0,48.0
171,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0,183.0,88.0
172,Nigeria,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,20.0,180.0,62.0
173,Romania,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze,22.0,178.0,70.0
174,South Africa,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,28.0,175.0,75.0
175,Pakistan,Hockey,Hockey Men's Hockey,Silver,25.0,173.0,76.0
176,South Africa,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,27.0,193.0,104.0
177,Romania,Gymnastics,Gymnastics Women's Team All-Around,Gold,16.0,148.0,40.0
178,Romania,Gymnastics,Gymnastics Women's Horse Vault,Bronze,16.0,148.0,40.0
179,Italy,Rowing,Rowing Men's Coxless Fours,Bronze,24.0,187.0,93.0
180,Italy,Rowing,Rowing Men's Quadruple Sculls,Silver,27.0,187.0,93.0
181,United States,Tennis,Tennis Men's Singles,Gold,26.0,180.0,80.0
182,France,Judo,Judo Women's Half-Middleweight,Silver,23.0,164.0,66.0
183,Soviet Union,Water Polo,Water Polo Men's Water Polo,Bronze,20.0,184.0,80.0
184,Soviet Union,Water Polo,Water Polo Men's Water Polo,Silver,24.0,184.0,80.0
185,Soviet Union,Water Polo,Water Polo Men's Water Polo,Bronze,28.0,184.0,80.0
186,Netherlands,Hockey,Hockey Women's Hockey,Gold,29.0,172.0,58.0
187,Netherlands,Hockey,Hockey Women's Hockey,Gold,33.0,172.0,58.0
188,France,Swimming,Swimming Men's 200 metres Freestyle,Gold,20.0,202.0,90.0
189,France,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,20.0,202.0,90.0
190,France,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,20.0,202.0,90.0
191,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,18.0,168.0,67.0
192,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,23.0,168.0,67.0
193,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,26.0,168.0,67.0
194,United States-1,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,24.0,178.0,75.0
195,Hungary,Fencing,"Fencing Women's Foil, Team",Gold,27.0,164.0,62.0
196,Argentina,Football,Football Men's Football,Gold,20.0,172.0,74.0
197,Cuba,Volleyball,Volleyball Women's Volleyball,Gold,23.0,175.0,70.0
198,Cuba,Boxing,Boxing Men's Light-Welterweight,Bronze,20.0,173.0,64.0
199,Spain,Handball,Handball Women's Handball,Bronze,27.0,170.0,67.0
200,Spain,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,23.0,167.0,50.0
201,Cuba,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,26.0,172.0,64.0
202,Indonesia,Weightlifting,Weightlifting Women's Flyweight,Silver,21.0,147.0,47.0
203,United States,Volleyball,Volleyball Women's Volleyball,Silver,32.0,172.0,67.0
204,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0,175.0,73.0
205,Great Britain,Athletics,Athletics Men's Triple Jump,Gold,22.0,170.0,57.0
206,Finland,Boxing,Boxing Men's Welterweight,Bronze,21.0,168.0,69.5
207,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,32.0,179.0,78.0
208,Sweden,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,27.0,177.0,75.0
209,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,24.0,182.0,90.0
210,Germany,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,29.0,189.0,80.0
211,Germany,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,41.0,189.0,80.0
212,Indonesia-1,Badminton,Badminton Mixed Doubles,Gold,29.0,179.0,72.0
213,Sweden,Athletics,Athletics Men's Triple Jump,Gold,23.0,176.0,64.0
214,Germany-1,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,34.0,190.0,88.0
215,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,22.0,172.0,52.0
216,United States,Swimming,Swimming Women's 100 metres Butterfly,Silver,22.0,172.0,52.0
217,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,22.0,172.0,52.0
218,Pakistan,Hockey,Hockey Men's Hockey,Gold,21.0,162.0,62.0
219,Pakistan,Hockey,Hockey Men's Hockey,Gold,25.0,171.0,67.0
220,Pakistan,Hockey,Hockey Men's Hockey,Gold,21.0,170.0,62.0
221,Pakistan,Hockey,Hockey Men's Hockey,Bronze,24.0,169.0,75.0
222,Pakistan,Hockey,Hockey Men's Hockey,Gold,28.0,170.0,70.0
223,Pakistan,Hockey,Hockey Men's Hockey,Gold,27.0,173.0,61.0
224,Pakistan,Hockey,Hockey Men's Hockey,Gold,27.0,150.0,70.0
225,Pakistan,Hockey,Hockey Men's Hockey,Silver,30.0,150.0,70.0
226,Pakistan,Hockey,Hockey Men's Hockey,Bronze,23.0,175.0,61.0
227,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,24.0,184.0,66.0
228,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,28.0,184.0,66.0
229,Mutafo,Sailing,Sailing Mixed Three Person Keelboat,Silver,30.0,169.0,66.0
230,East Germany,Rowing,Rowing Women's Coxed Eights,Gold,23.0,178.0,85.0
231,United States,Rowing,Rowing Men's Coxed Eights,Gold,28.0,195.0,97.0
232,Chile,Athletics,Athletics Women's Javelin Throw,Silver,23.0,176.0,70.0
233,Germany,Rowing,Rowing Men's Coxed Eights,Silver,16.0,163.0,50.0
234,Italy,Water Polo,Water Polo Men's Water Polo,Silver,26.0,192.0,102.0
235,Italy,Water Polo,Water Polo Men's Water Polo,Bronze,30.0,192.0,102.0
236,Argentina,Hockey,Hockey Women's Hockey,Silver,26.0,165.0,60.0
237,Argentina,Hockey,Hockey Women's Hockey,Bronze,30.0,165.0,60.0
238,Argentina,Hockey,Hockey Women's Hockey,Bronze,34.0,165.0,60.0
239,Italy,Water Polo,Water Polo Women's Water Polo,Silver,27.0,172.0,74.0
240,Germany,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze,23.0,183.0,75.0
241,Japan,Gymnastics,Gymnastics Men's Team All-Around,Silver,21.0,154.0,53.0
242,Japan,Gymnastics,Gymnastics Men's Floor Exercise,Silver,21.0,154.0,53.0
243,Japan,Gymnastics,Gymnastics Men's Team All-Around,Gold,25.0,154.0,53.0
244,Japan,Gymnastics,Gymnastics Men's Floor Exercise,Gold,25.0,154.0,53.0
245,Japan,Gymnastics,Gymnastics Men's Team All-Around,Bronze,21.0,156.0,55.0
246,Japan,Baseball,Baseball Men's Baseball,Bronze,28.0,183.0,85.0
247,Great Britain,Sailing,Sailing Mixed One Person Dinghy,Silver,19.0,183.0,90.0
248,Great Britain,Sailing,Sailing Mixed One Person Dinghy,Gold,23.0,183.0,90.0
249,Great Britain,Sailing,Sailing Men's One Person Dinghy,Gold,27.0,183.0,90.0
250,Great Britain,Sailing,Sailing Mixed One Person Dinghy,Gold,31.0,183.0,90.0
251,Great Britain,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold,35.0,183.0,90.0
252,United States,Baseball,Baseball Men's Baseball,Gold,22.0,187.0,84.0
253,Great Britain,Sailing,Sailing Mixed 5.5 metres,Bronze,34.0,185.0,85.0
254,Australia,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,21.0,173.0,65.0
255,Australia,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,25.0,173.0,65.0
256,Australia,Cycling,Cycling Men's Madison,Gold,29.0,173.0,65.0
257,Ukraine,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,35.0,177.0,88.0
258,Greece,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,17.0,167.0,45.0
259,Nigeria,Football,Football Men's Football,Bronze,20.0,172.0,79.0
260,Cuba,Baseball,Baseball Men's Baseball,Gold,27.0,175.0,93.0
261,Cuba,Baseball,Baseball Men's Baseball,Gold,31.0,175.0,93.0
262,Cuba,Baseball,Baseball Men's Baseball,Silver,35.0,175.0,93.0
263,Nigeria,Football,Football Men's Football,Silver,23.0,185.0,75.0
264,Canada,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,20.0,180.0,62.0
265,Nigeria,Athletics,Athletics Women's Long Jump,Gold,24.0,164.0,57.0
266,Great Britain,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,25.0,185.0,81.0
267,Great Britain,Athletics,Athletics Men's 400 metres Hurdles,Bronze,33.0,185.0,81.0
268,Great Britain,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,33.0,185.0,81.0
269,Japan,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,19.0,172.0,74.0
270,Japan,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,27.0,172.0,74.0
271,Japan,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,24.0,169.0,64.0
272,Turkey,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,23.0,168.0,62.0
273,United States,Football,Football Women's Football,Gold,30.0,178.0,68.0
274,Turkey,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,25.0,192.0,125.0
275,Soviet Union,Volleyball,Volleyball Women's Volleyball,Gold,18.0,181.0,80.0
276,Russia,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,21.0,160.0,55.0
277,Russia,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,25.0,160.0,55.0
278,Russia,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze,29.0,160.0,55.0
279,Russia,Biathlon,Biathlon Women's 15 kilometres,Bronze,29.0,160.0,55.0
280,Russia,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold,29.0,160.0,55.0
281,Uzbekistan,Boxing,Boxing Men's Bantamweight,Bronze,21.0,165.0,56.0
282,Russia,Fencing,"Fencing Men's Foil, Team",Gold,28.0,187.0,79.0
283,Russia,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,21.0,190.0,120.0
284,Bulgaria,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,34.0,184.0,87.0
285,Soviet Union,Hockey,Hockey Women's Hockey,Bronze,23.0,160.0,52.0
286,Soviet Union,Rowing,Rowing Men's Coxless Fours,Bronze,26.0,180.0,79.0
287,Pakistan,Hockey,Hockey Men's Hockey,Gold,25.0,172.0,61.0
288,Pakistan,Hockey,Hockey Men's Hockey,Gold,23.0,173.0,65.0
289,Uganda,Athletics,Athletics Men's 400 metres Hurdles,Gold,22.0,188.0,77.0
290,Soviet Union,Water Polo,Water Polo Men's Water Polo,Gold,24.0,181.0,84.0
291,Soviet Union,Water Polo,Water Polo Men's Water Polo,Gold,27.0,184.0,80.0
292,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,22.0,163.0,61.0
293,United States,Volleyball,Volleyball Women's Volleyball,Silver,24.0,191.0,79.0
294,United States,Volleyball,Volleyball Women's Volleyball,Bronze,28.0,191.0,79.0
295,Russia,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,19.0,178.0,105.0
296,Russia,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,23.0,178.0,105.0
297,Russia,Water Polo,Water Polo Women's Water Polo,Bronze,25.0,165.0,57.0
298,Nigeria,Football,Football Men's Football,Bronze,30.0,187.0,80.0
299,United States,Fencing,"Fencing Women's Sabre, Team",Bronze,26.0,183.0,74.0
300,Soviet Union,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,29.0,165.0,58.0
301,Soviet Union,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,21.0,173.0,67.0
302,Soviet Union,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,25.0,173.0,67.0
303,Russia,Rowing,Rowing Men's Coxed Eights,Bronze,26.0,201.0,100.0
304,Soviet Union,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,17.0,174.0,62.0
305,Soviet Union,Sailing,Sailing Mixed Two Person Keelboat,Silver,23.0,192.0,88.0
306,Syria,Boxing,Boxing Men's Heavyweight,Bronze,22.0,187.0,81.0
307,Qatar,Shooting,Shooting Men's Skeet,Bronze,41.0,178.0,82.0
308,Kuwait,Shooting,Shooting Men's Double Trap,Bronze,33.0,178.0,95.0
309,Kuwait,Shooting,Shooting Men's Trap,Bronze,45.0,178.0,95.0
310,Individual Olympic Athletes,Shooting,Shooting Men's Double Trap,Gold,49.0,178.0,95.0
311,Saudi Arabia,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,40.0,162.0,70.0
312,Saudi Arabia,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,31.0,175.0,57.0
313,Pakistan,Hockey,Hockey Men's Hockey,Gold,25.0,170.0,63.0
314,United Arab Emirates,Shooting,Shooting Men's Double Trap,Gold,40.0,175.0,67.0
315,Individual Olympic Athletes,Shooting,Shooting Men's Skeet,Bronze,52.0,183.0,83.0
316,Saudi Arabia,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,27.0,178.0,69.0
317,Saudi Arabia,Athletics,Athletics Men's 400 metres Hurdles,Silver,23.0,191.0,72.0
318,Spain,Sailing,Sailing Women's Windsurfer,Gold,26.0,164.0,55.0
319,Soviet Union,Basketball,Basketball Men's Basketball,Silver,33.0,176.0,74.0
320,Soviet Union,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,23.0,154.0,52.0
321,Pakistan,Hockey,Hockey Men's Hockey,Silver,26.0,172.0,73.0
322,Pakistan,Hockey,Hockey Men's Hockey,Gold,30.0,172.0,73.0
323,Croatia,Basketball,Basketball Men's Basketball,Silver,25.0,190.0,81.0
324,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0,182.0,85.0
325,Finland,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,30.0,174.0,67.0
326,Italy,Sailing,Sailing Mixed One Person Dinghy,Bronze,25.0,179.0,80.0
327,Italy,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver,31.0,187.0,84.0
328,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,31.0,187.0,84.0
329,Italy,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze,33.0,187.0,84.0
330,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,33.0,187.0,84.0
331,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,37.0,187.0,84.0
332,Russia,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,24.0,192.0,156.0
333,Spain,Football,Football Men's Football,Silver,23.0,182.0,75.0
334,West Germany,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,20.0,184.0,75.0
335,Italy,Water Polo,Water Polo Men's Water Polo,Silver,29.0,192.0,82.0
336,Hungary,Football,Football Men's Football,Bronze,18.0,182.0,75.0
337,Spain,Handball,Handball Women's Handball,Bronze,29.0,179.0,90.0
338,Sweden,Athletics,"Athletics Men's 10,000 metres",Bronze,26.0,177.0,67.0
339,Italy,Rowing,Rowing Men's Coxless Fours,Bronze,20.0,180.0,83.0
340,Russia,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,19.0,165.0,66.0
341,East Germany,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,17.0,165.0,57.0
342,Switzerland,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,31.0,175.0,64.0
343,Sweden,Sailing,Sailing Mixed Two Person Keelboat,Gold,39.0,181.0,67.0
344,United States,Athletics,Athletics Men's High Jump,Silver,23.0,191.0,79.0
345,Soviet Union,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,24.0,181.0,87.0
346,Brazil,Football,Football Men's Football,Bronze,30.0,183.0,76.0
347,Cuba,Boxing,Boxing Men's Light-Welterweight,Silver,20.0,183.0,63.0
348,Cuba,Boxing,Boxing Men's Welterweight,Gold,24.0,183.0,63.0
349,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22.0,177.0,75.0
350,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,17.0,170.0,59.0
351,Spain,Hockey,Hockey Men's Hockey,Silver,23.0,184.0,75.0
352,Spain,Hockey,Hockey Men's Hockey,Silver,27.0,171.0,71.0
353,New Zealand,Sailing,Sailing Women's Two Person Dinghy,Gold,26.0,171.0,58.0
354,New Zealand,Sailing,Sailing Women's Two Person Dinghy,Silver,30.0,171.0,58.0
355,Lithuania,Athletics,Athletics Men's Discus Throw,Gold,28.0,200.0,130.0
356,Lithuania,Athletics,Athletics Men's Discus Throw,Gold,32.0,200.0,130.0
357,Lithuania,Athletics,Athletics Men's Discus Throw,Bronze,36.0,200.0,130.0
358,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,20.0,168.0,69.0
359,Bulgaria,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,20.0,176.0,89.0
360,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0,180.0,81.0
361,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,26.0,180.0,81.0
